,IDpol,Year,Damage,Fire,Other,Theft,TPL,Windscreen
35339,90163174.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35340,90163187.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35341,90163190.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35342,90163191.100c,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35343,90163193.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35344,90163200.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35345,90163202.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35346,90163212.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35347,90163216.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35348,90163218.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35349,90163220.101a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35350,90163222.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35351,90163300.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35352,90163328.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35353,90163328.100c,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35354,90163339.102a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35355,90163350.100c,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35356,90163360.100b,2004.0,0.0,0.0,1.0,0.0,0.0,0.0
35357,90163367.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35358,90163367.100c,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35359,90163387.101a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35360,90163399.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35361,90163406.100a,2004.0,0.0,0.0,1.0,0.0,0.0,0.0
35362,90163444.100b,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35363,90164452.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35364,90164454.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35365,90164457.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35366,90164459.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35367,90164475.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35368,90164481.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35369,90164494.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35370,90164502.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35371,90164503.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35372,90164518.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35373,90164531.100a,2004.0,0.0,0.0,1.0,0.0,0.0,0.0
35374,90164534.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35375,90164535.101b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35376,90164563.100a,2004.0,0.0,0.0,1.0,0.0,0.0,0.0
35377,90164564.101a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35378,90164564.101b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35379,90164568.101b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35380,90164569.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35381,90164571.101a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35382,90164574.102a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35383,90164579.101b,2004.0,0.0,1.0,0.0,0.0,0.0,0.0
35384,90164579.102a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35385,90164594.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35386,90164601.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35387,90164615.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35388,90164619.100b,2004.0,1.0,0.0,0.0,0.0,0.0,1.0
35389,90164620.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35390,90164635.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35391,90164646.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35392,90164838.101a,2004.0,0.0,0.0,0.0,0.0,1.0,1.0
35393,90164851.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35394,90164863.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35395,90164896.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35396,90164899.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35397,90164936.101a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35398,90164976.100a,2004.0,0.0,0.0,0.0,0.0,0.0,2.0
35399,90165017.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35400,90165063.101b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35401,90165168.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35402,90165170.102a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35403,90165232.101b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35404,90165232.101c,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35405,90165240.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35406,90165250.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35407,90165325.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35408,90165334.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35409,90165416.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35410,90165418.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35411,90165680.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35412,90165686.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35413,90165714.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35414,90165730.100b,2004.0,0.0,1.0,0.0,0.0,0.0,0.0
35415,90165773.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35416,90165773.101b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35417,90165788.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35418,90165805.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35419,90165821.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35420,90165853.100a,2004.0,0.0,0.0,0.0,0.0,2.0,0.0
35421,90165915.101a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35422,90165917.101a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35423,90165937.100a,2004.0,1.0,0.0,0.0,0.0,0.0,1.0
35424,90165952.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35425,90165964.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35426,90165968.100b,2004.0,0.0,0.0,1.0,0.0,0.0,0.0
35427,90165976.100a,2004.0,0.0,1.0,0.0,0.0,0.0,0.0
35428,90166002.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35429,90166014.101a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35430,90166022.100b,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35431,90166063.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35432,90166072.100c,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35433,90166104.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35434,90166111.101a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35435,90166111.103b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35436,90166120.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35437,90166262.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35438,90166267.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35439,90166282.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35440,90166319.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35441,90166328.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35442,90166346.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35443,90166392.101a,2004.0,0.0,0.0,1.0,0.0,0.0,0.0
35444,90166398.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35445,90166422.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35446,90166425.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35447,90166429.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35448,90166471.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35449,90166472.100a,2004.0,1.0,0.0,0.0,0.0,1.0,0.0
35450,90166479.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35451,90166487.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35452,90166519.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35453,90166544.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35454,90166567.100a,2004.0,0.0,0.0,1.0,0.0,1.0,0.0
35455,90166774.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35456,90166804.100a,2004.0,0.0,0.0,1.0,0.0,0.0,0.0
35457,90166850.100a,2004.0,0.0,0.0,0.0,0.0,0.0,2.0
35458,90166850.100b,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35459,90166864.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35460,90166908.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35461,90166949.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35462,90166972.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35463,90166995.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35464,90167009.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35465,90167164.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35466,90167228.103a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35467,90167237.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35468,90167237.100c,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35469,90167256.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35470,90167279.100a,2004.0,0.0,0.0,0.0,0.0,1.0,1.0
35471,90167348.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35472,90167434.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35473,90167533.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35474,90167564.100a,2004.0,0.0,0.0,1.0,0.0,0.0,0.0
35475,90167614.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35476,90167617.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35477,90167673.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35478,90167694.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35479,90167695.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35480,90167700.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35481,90167701.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35482,90167728.100c,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35483,90167732.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35484,90167742.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35485,90167744.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35486,90167747.100d,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35487,90167749.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35488,90167763.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35489,90167768.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35490,90167770.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35491,90167778.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35492,90167788.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35493,90167790.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35494,90167797.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35495,90167817.101a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35496,90167820.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35497,90167832.101b,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35498,90167836.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35499,90167839.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35500,90167845.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35501,90167848.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35502,90167855.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35503,90167863.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35504,90167873.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35505,90167881.100a,2004.0,0.0,0.0,0.0,1.0,0.0,1.0
35506,90167885.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35507,90167885.100c,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35508,90167899.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35509,90167901.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35510,90167903.101a,2004.0,0.0,0.0,0.0,0.0,1.0,1.0
35511,90167909.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35512,90167915.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35513,90167918.100a,2004.0,0.0,1.0,0.0,0.0,0.0,1.0
35514,90167930.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35515,90167933.100b,2004.0,1.0,0.0,0.0,0.0,0.0,1.0
35516,90167935.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35517,90167941.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35518,90167941.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35519,90167947.100a,2004.0,0.0,0.0,0.0,0.0,1.0,1.0
35520,90167963.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35521,90167973.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35522,90167981.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35523,90167981.102a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35524,90168026.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35525,90168039.100a,2004.0,0.0,0.0,0.0,0.0,2.0,0.0
35526,90168057.101a,2004.0,0.0,0.0,1.0,0.0,0.0,0.0
35527,90168064.100a,2004.0,0.0,1.0,0.0,0.0,0.0,0.0
35528,90168081.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35529,90168088.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35530,90168095.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35531,90168096.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35532,90168099.101a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35533,90168100.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35534,90168122.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35535,90168149.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35536,90168169.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35537,90168189.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35538,90168227.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35539,90168249.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35540,90168253.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35541,90168260.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35542,90168262.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35543,90168279.100a,2004.0,1.0,0.0,0.0,0.0,1.0,0.0
35544,90168283.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35545,90168284.100b,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35546,90168286.100b,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35547,90168287.100c,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35548,90168303.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35549,90168336.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35550,90168363.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35551,90168374.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35552,90168398.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35553,90168399.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35554,90168425.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35555,90168449.100a,2004.0,0.0,0.0,0.0,1.0,1.0,0.0
35556,90168470.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35557,90168490.101b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35558,90168497.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35559,90168694.101a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35560,90168697.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35561,90168705.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35562,90168712.101a,2004.0,0.0,0.0,1.0,0.0,0.0,0.0
35563,90168721.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35564,90168723.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35565,90168750.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35566,90168768.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35567,90168823.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35568,90168840.100a,2004.0,0.0,0.0,0.0,1.0,0.0,1.0
35569,90168866.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35570,90168867.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35571,90168873.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35572,90168874.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35573,90168874.101b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35574,90168874.103a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35575,90168887.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35576,90168902.101a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35577,90168920.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35578,90168928.101b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35579,90168936.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35580,90168942.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35581,90168956.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35582,90168958.100a,2004.0,0.0,0.0,0.0,0.0,2.0,0.0
35583,90168961.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35584,90168967.100e,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35585,90169006.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35586,90169017.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35587,90169023.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35588,90169026.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35589,90169053.100c,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35590,90169056.100a,2004.0,0.0,0.0,1.0,0.0,0.0,0.0
35591,90169083.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35592,90169090.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35593,90169093.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35594,90169139.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35595,90169164.101a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35596,90169225.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35597,90169242.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35598,90169258.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35599,90169813.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35600,90169847.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35601,90169877.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35602,90169880.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35603,90169939.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35604,90169939.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35605,90169945.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35606,90169980.102b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35607,90169992.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35608,90170031.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35609,90170087.100c,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35610,90170092.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35611,90170099.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35612,90170148.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35613,90170154.100c,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35614,90170212.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35615,90170237.101a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35616,90170245.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35617,90170255.100d,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35618,90170290.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35619,90170305.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35620,90170308.101a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35621,90170313.100a,2004.0,0.0,0.0,0.0,0.0,1.0,1.0
35622,90170323.100c,2004.0,0.0,0.0,0.0,0.0,1.0,1.0
35623,90170335.100b,2004.0,0.0,0.0,1.0,1.0,0.0,0.0
35624,90170337.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35625,90170353.101a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35626,90170357.100c,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35627,90170374.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35628,90170378.101a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35629,90170394.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35630,90170433.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35631,90170435.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35632,90170484.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35633,90170527.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35634,90170583.100a,2004.0,0.0,0.0,0.0,0.0,1.0,1.0
35635,90170614.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35636,90170620.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35637,90170699.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35638,90170771.100a,2004.0,0.0,0.0,0.0,0.0,1.0,1.0
35639,90170772.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35640,90170790.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35641,90170866.102b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35642,90170929.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35643,90170934.100c,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35644,90170981.101c,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35645,90170988.101a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35646,90170991.101a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35647,90171012.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35648,90171064.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35649,90171093.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35650,90171097.100b,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35651,90171139.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35652,90171163.100b,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35653,90171193.101b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35654,90171236.100a,2004.0,1.0,0.0,0.0,0.0,0.0,1.0
35655,90171276.100a,2004.0,0.0,1.0,0.0,0.0,1.0,0.0
35656,90171287.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35657,90171287.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35658,90171766.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35659,90171790.101a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35660,90171816.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35661,90171821.101a,2004.0,0.0,0.0,1.0,0.0,0.0,0.0
35662,90171827.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35663,90171829.101a,2004.0,0.0,0.0,0.0,1.0,0.0,1.0
35664,90171829.101b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35665,90171830.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35666,90171848.100c,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35667,90171859.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35668,90171875.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35669,90171876.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35670,90171881.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35671,90171890.101a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35672,90171896.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35673,90171928.100a,2004.0,0.0,0.0,1.0,0.0,0.0,0.0
35674,90171938.100a,2004.0,0.0,0.0,0.0,0.0,1.0,1.0
35675,90171939.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35676,90171942.102a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35677,90171946.100a,2004.0,1.0,0.0,0.0,0.0,0.0,0.0
35678,90171967.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35679,90171968.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35680,90172009.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35681,90172010.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35682,90172030.100a,2004.0,0.0,0.0,0.0,1.0,1.0,0.0
35683,90172034.100c,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35684,90172043.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35685,90172044.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35686,90172048.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35687,90172055.100a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35688,90172076.100a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35689,90172082.100a,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35690,90172082.102a,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
35691,90172100.100a,2004.0,1.0,0.0,0.0,0.0,1.0,0.0
35692,90172110.102b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35693,90172110.102c,2004.0,0.0,0.0,0.0,1.0,0.0,0.0
35694,90172111.100b,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35695,90172118.101a,2004.0,0.0,0.0,0.0,0.0,0.0,1.0
35696,90172141.100b,2004.0,0.0,0.0,0.0,0.0,1.0,0.0
